Date,Tweets
2022-10-17 04:08:08+00:00,apa itu 2023 resesi 😂😂😂
2022-10-17 04:07:02+00:00,"tetapi jika mereka datang kepadamu sebagai tawanan, kamu tebus mereka, padahal mengusir mereka itu (juga) terlarang bagimu. Apakah kamu beriman kepada sebahagian Al Kitab (Taurat) dan ingkar terhadap sebahagian yang lain? (2:85)   Ekonomi Islam Tahan Resesi   .⏱️💡. #C7Nns"
2022-10-17 04:06:05+00:00,"RT""@ummuilyashafizh: @pendidikanISLAM korbankan diri, harta dan waktu kita utk agama ✌♥""   Ekonomi Islam Tahan Resesi   .☝️🕋☝️. #9YdmS"
2022-10-17 04:05:59+00:00,"Abang, Teteh, Om, Kakak, dll bantu RT yak QRT di bawah biar kita bisa kuat menghadapi resesi yg katanya udah di depan mata 😁😜

@kafiradikalis @TRendusara @RomitsuT @rahmatsn @KangSemproel @ninoSSL @varleent @gloriahermawan @susi_siregar @Oshiiiiiinnn_50

https://t.co/mkYFkdixFs"
2022-10-17 04:04:51+00:00,"Resesi 2023, mari berhemat🥹 semoga indonesia gak terlalu terdampak"
2022-10-17 04:03:46+00:00,"Disaat negara dunia alami kekhawatiran resesi akibat inflasi ditambah dg menurunnya nilai mata uang terhadap dollar.

Ada 4 negara yg beruntung yaitu Uruguay, Angola, Brazil &amp; Rusia dg mata uangnya yg tidak hancur. Indonesia gak mau tiru @KemenkeuRI @PerekonomianRI ? @jokowi"
2022-10-17 04:03:44+00:00,"@neohistoria_id @bohbohan_ wingi takon soal resesi mbok, diwaca han"
2022-10-17 04:03:39+00:00,"Resesi Global Diprediksi Tak Berdampak Langsung ke Indonesia

#Resesi #Resesglobal #Resesekonomi #Lampungpost 
https://t.co/dUTJLjZ4Tk"
2022-10-17 04:02:59+00:00,APA ITU RESESI
2022-10-17 04:02:26+00:00,tahun depan resesi tapi aku tetep punya plan mau nonton konser txt kalo mereka dateng lagi🙏🏻
2022-10-17 04:02:12+00:00,"Resesi 2023❎
Konser kpop 2023✅"
2022-10-17 04:01:45+00:00,PERNAH GK LO BACA AU SAMBIL IKUT BELAJAR TENTANG RESESI 2023. WKWKWKW BACA INII DEH SERUUUUUUU
2022-10-17 04:01:04+00:00,"Tech company jualan proyeksi, kondisi global lagi resesi. Butuh cash keras, exit plan adalah opsi, mau gimana lagi..."
2022-10-17 04:00:32+00:00,"@Aki16101997 Dikasih doa aja yaa 🤣 katanya mau Resesi, wkwkwkwkw"
2022-10-17 04:00:19+00:00,taun depan resesi tapi kamu fans kpop
2022-10-17 04:00:10+00:00,"Harga CPO Jeblok, Tanda-Tanda Resesi Global? https://t.co/QTrte81LZr"
2022-10-17 03:59:40+00:00,Resesi 2023 bikin asam lambung w naik aja 🤨
2022-10-17 03:59:07+00:00,"Resesi boleh menghadang. 
Masa depan boleh tampak kelam. 

Tetapi, kita tahu Tangan siapa yang memegang kita, yakni Tangan Sang Mahakuasa yang bersama-Nya kita akan ditibakan pada tujuan-Nya dengan selamat dan berbahagia."
2022-10-17 03:59:04+00:00,"Tapi, alih-alih merespons dengan panik, kita perlu mengingat bahwa sejarah mencatat resesi bukanlah hal yang baru terjadi, sebagaimana kitab Pengkhotbah juga bilang kalau ""tidak ada sesuatu yang baru di bawah matahari"" (Pkh 1:9)."
2022-10-17 03:59:03+00:00,"Resesi alias kelesuan ekonomi mungkin gak terlalu berdampak bagi beberapa orang yang masih dapat uang jajan dari orang tua, tapi buat yang udah kerja atau bikin usaha, tentu kabar ini menakutkan."
2022-10-17 03:59:03+00:00,"2022 belum berakhir, tapi prediksi akan seperti apa 2023 mulai bermunculan. 

Salah satunya, (dibantu dipopulerkan oleh influencer) tahun depan akan terjadi resesi, akan gelap dan kelam."
2022-10-17 03:58:28+00:00,@kmg_1x97 @lix_lee007 mau nangis banget anjeer… beneran keknya tahun depan setiap abis gajian duitnya dipake buat konser… kita bukannya nabung emas malah nonton org korea joget pdhal lg resesi 🥲
2022-10-17 03:58:15+00:00,Tapi angger takut efek resesi wkwkwkwk
2022-10-17 03:57:01+00:00,Gue takut indonesia resesi tp tetep pgn nntn blackpink🥲
2022-10-17 03:55:42+00:00,"@lalatheducky Tahun depan katanya resesi pula 😭 tp ga tau ya, kami sbg kpoper selalu merasa resesi tiap kambek era 🥲
Ah...sepertinya tidak ada cara lain lagi...🥲🥲
Ayo kak lala kita gantian https://t.co/94D0SAposQ"
2022-10-17 03:55:28+00:00,@kmg_1x97 @lix_lee007 TAHUN DEPAN RESESI ANJER 😭 😭 😭
2022-10-17 03:54:56+00:00,Apakah ada yang tidak percaya  issue resesi? Temenin acku. :)
2022-10-17 03:54:00+00:00,@junhoe7lr WEH Jaki beneran isi main RP penyebab resesi
2022-10-17 03:53:54+00:00,@therealbetjanda bukannya resesi malah resepsi ini mah
2022-10-17 03:53:36+00:00,"@nochan_noch Iya indo keknyaaa. Wakakakaka 2023 resesi kakkk, pusying memikirkan tamasyahhh keluar negri 🤣"
2022-10-17 03:53:32+00:00,Wako Pontianak Songsong Resesi Ekonomi https://t.co/03lGTpQmf8
2022-10-17 03:52:45+00:00,Pengen bahas resesi ama anak2 genZ (:
2022-10-17 03:52:36+00:00,"au dah pada takut amat ama resesi, pas awal kopid udah pada ngerasain kan resesi? ya gitu rasanya."
2022-10-17 03:52:07+00:00,2023 mikirin resesi❌ 2023 mikirin siapa yang konser kpop kesini💯 https://t.co/xZucbhvJUD
2022-10-17 03:51:59+00:00,@sikk4lr Wesane penyebab resesi
2022-10-17 03:51:42+00:00,"Dalam menghadapi tantangan resesi global kedepan, UMKM seperti milik Mbak Intan “Basreng Ngeunah” ini yang menopang dan membangkitkan perekonomian nasional, karena mulai dari usaha kecil lah 97% lapangan kerja tercipta."
2022-10-17 03:51:27+00:00,@woojoong1lr Liat bingo board Jaki apa keliatan kayak ada penyebab resesi
2022-10-17 03:51:08+00:00,"@DokterTifa @gibran_tweet Diluar pada siap2 PD lll, disini malah sibuk ngurus ijazah presiden.

Yuk fokus pekerjaan kita masing2, dan siapin diri PD lll di depan mata. Klo PD lll batal, resesi/depresi/stagflasi sedang menunggu…
Yuk siapin diri guys, gak sah bahas yg gak urgen ginian"
2022-10-17 03:50:06+00:00,2023 resesi tapi itzy dateng
2022-10-17 03:50:03+00:00,Kalian penyebab resesi beneran isi penyebab resesi kah Jaki isinya ngasal
2022-10-17 03:49:47+00:00,"netijen indo: 2023 akan resesi besar2an
kpop idol: anyeonghaseo! apa kabareu? aku cinta kalean, terima kaseuhhh"
2022-10-17 03:49:35+00:00,"@neohistoria_id apalagi kalau di tiktok tbtb ada video ""GUYS 2023 BAKAL ADA RESESI, WAH GAWAT BANGET, TAPI APA SIH RESESI ITU? RESESI TUH blablablabla"""
2022-10-17 03:48:19+00:00,"#Reposted from @kementerian.atrbpn 

Presiden Joko Widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun 2023 akibat krisis ekonomi global, pangan, hingga energi akibat pandemi Covid-19.

Selengkapnya di :
https://t.co/e3IzOQgzhx https://t.co/zsS1VPJiCC"
2022-10-17 03:47:46+00:00,gajadi pengen inget 2023 resesi ✍️
2022-10-17 03:46:21+00:00,"ngapain takut 2023 resesi
orang hidup gua dari dulu juga udah sulit:)"
2022-10-17 03:46:08+00:00,seketika worry dengan per-resesi-an ini wkwkwkwk
2022-10-17 03:45:37+00:00,Apa itu 2023 resesi? 2023 nonton konser itzy!
2022-10-17 03:45:13+00:00,Dibawa selow guys serius2 amat padaaan kyk lg resesi ekonomi aja
2022-10-17 03:44:21+00:00,"@worksfess nabung bukan keharusan... menggapai masa depan lebih baik bisa dengan investasi ke peningkatan skill pribadi... 
apalagi kondisi resesi, uang makin tidak ada nilainya kalo ditabung polosan...

...just thinking out loud..."
2022-10-17 03:44:07+00:00,"Sandiaga menegaskan pentingnya peran UMKM dalam menghadapi ketidakpastian kondisi ekonomi resesi  pada 2023. Menurutnya, semua pihak harus menyiapkan diri untuk menyikapi potensi tantangan yang harus dihadapi, 
#Temansandi  #UnderTheQueensUmbrellaEp2 #GadisGadisRemajaJKT48 https://t.co/JAmxlwSflL"
2022-10-17 03:43:06+00:00,"Resesi 2023 menghantui masyarakat global? Gimana dengan Indonesia? Apakah posisinya masih bisa selamat?

El Rumi Ferdy Sambo Selena Kate Haein Kehilangan Mo Salah

https://t.co/W2TveULgM8"
2022-10-17 03:42:56+00:00,"Ottoman Teachers Training College in , c1900 
Bursa #Öğretmen Okulu (Medrese-i Muallimîn), 1900c   Ekonomi Islam Tahan Resesi   .🏳️🏴🏳️. #cPD2s https://t.co/I4hLjbcWl0"
2022-10-17 03:42:38+00:00,@jongwon4lr Jaki isi penyebab resesi woojoong1lr
2022-10-17 03:42:29+00:00,"Al Qur'an ini adalah pedoman bagi manusia, petunjuk dan rahmat bagi kaum yang meyakini.(QS.45:20)   Ekonomi Islam Tahan Resesi   .☝️☝️. #UwkBc"
2022-10-17 03:41:38+00:00,"Sesungguhnya Allah menyukai seseorang hamba mukmin yang terjerumus dosa, tapi bertobat. (HR Ahmad)   Ekonomi Islam Tahan Resesi   .⏱️💡. #UtXo8"
2022-10-17 03:40:53+00:00,"@neohistoria_id resesi resesi, duit aja ga punya 😢😢"
2022-10-17 03:39:42+00:00,Isuk isuk hlo aku lg meh mbuka laptop wes dirubung kon njelaske resesi mbek inflasi. 😭
2022-10-17 03:39:05+00:00,"Ampunilah dosaku, dosa kedua orang tuaku, dan hindari kami dari siksa api neraka.. Ya Robb   Ekonomi Islam Tahan Resesi   .💯. #1TyBI"
2022-10-17 03:38:52+00:00,"Jadi, bersiaplah dari sekarang!
Bila Anda ingin mempunyai kemampuan menghadapi Resesi Ekonomi, Krisis Dunia, Krisis Global dan Tantangan Teknologi AI yang semakin membuat kita tenggelam bila tidak ada persiapan
Tonton video ini sampai habis ya, PENTING!
👉 https://t.co/bjpwWWGXMq https://t.co/JS2m9zp6Br"
2022-10-17 03:38:05+00:00,"AROMA PAHAM LIBERAL DI BALIK DISERTASI HALAL KAN ZINA

Oleh : Tri Endah Nugraheni, S.Pd

  Ekonomi Islam Tahan Resesi   .⏱️💡. #FCafp https://t.co/KXzDRyt5Dj"
2022-10-17 03:37:58+00:00,Resesi resesi noh taun depan msh rame konser
2022-10-17 03:37:01+00:00,"Sesungguhnya Allah tidak menyukai banyak bicara, menghambur-hamburkan harta dan terlalu banyak bertanya. (HR. Bukhari)   Ekonomi Islam Tahan Resesi   .✊✊. #ENlrV"
2022-10-17 03:36:33+00:00,"udahlah taun depan resesi, segala smua grup kpop ke jkt anjir duit drmn😭"
2022-10-17 03:36:06+00:00,Semoga yang telah diusahakan sebaik-baiknya diperbuat hari ini tidak meninggalkan kekecewaan di hati orang lain.   Ekonomi Islam Tahan Resesi   .✅. #sHrLu
2022-10-17 03:36:05+00:00,"bosen banget lah tokay!! resesa resesi, influenza tolol malah bikin orang2 awam panik.."
2022-10-17 03:35:58+00:00,resesi udah mulai kayaknya
2022-10-17 03:35:06+00:00,konser kpop tidak mengenal resesi krn datang sbg resespi utk para fans2nya kh
2022-10-17 03:35:00+00:00,Korsel buat menanggulangi resesi bombardir world tour. 😐👍
2022-10-17 03:34:59+00:00,"Berpikirlah tentang nikmat-Nya, lalu bersyukurlah . .   Ekonomi Islam Tahan Resesi   .☝️☝️. #TEckf https://t.co/fg7294VtHH"
2022-10-17 03:34:57+00:00,"Inspirasi Ootd pake kemeja Crop ,
Model kemeja crop gemes banget,desain Anne ini crop shirt
bisa outwear jugaa ,
https://t.co/OnQnxRgH9A

_____
WHERE IS WINTER|LE SSERAFIM COMEBACK D-DAY|Ekonomi Islam Tahan Resesi|Leeds|15W FAST CHARGING https://t.co/V91lNMKTeD"
2022-10-17 03:34:27+00:00,Kpopers tidak tergoyahkan oleh berita resesi😭
2022-10-17 03:34:24+00:00,hati-hati resesi
2022-10-17 03:33:53+00:00,ini utas yang relevan dengan concern aku tentang resesi di posting blog yang baru di https://t.co/d7WjZKoSR3
2022-10-17 03:32:41+00:00,"mau nangisss itzy ke indo 4 bulan lagiiii, mau nonton aaaaaakkkk duit ada tapi kepikiran resesi 2023 dan ijin ortu😭😭😭😭😭😭😭"
2022-10-17 03:31:52+00:00,@sidomie Ga jadi resesi kayaknya 👀
2022-10-17 03:31:30+00:00,"@estywukak Lihat aja tahun depan kalau beneran ada resesi pasti cari orang lokal lagi hehe

Sebenernya ada yg beneran welcome ke turis lokal. Tapi lbh byk oknum yg diskriminatif jadi nutupin hospitality orang lokal yg baik"
2022-10-17 03:31:27+00:00,Dirut BRI Tegaskan Komitmen Dorong Pertumbuhan Ekonomi Nasional di Tengah Ancaman Resesi Global https://t.co/1821XQJHyO #BRI #ekonomi
2022-10-17 03:30:59+00:00,"#Repost Presiden Joko Widodo menyatakan bahwa dunia dihadapkan dengan adanya ancaman resesi pada tahun 2023 akibat krisis ekonomi global, pangan, hingga energi akibat pandemi Covid-19 dan... https://t.co/e3oO7N8CB6 https://t.co/UwyR8AQ2LP"
2022-10-17 03:30:14+00:00,"@niitafiles palagi buka tt, isinya resesi dan semua yang mesti dipersiapkan sebelum terjadi, padahal gw dah miskin sebelum itu"
2022-10-17 03:29:40+00:00,Semoga Allah meridhoi setiap langkah kita . . Ekonomi Islam Tahan Resesi .☝️☝️. #5mZYm https://t.co/AMKYdncoE5
2022-10-17 03:29:33+00:00,"Katakanlah: ""Dia-lah Allah, Yang Maha Esa,(QS.112:1)   Ekonomi Islam Tahan Resesi   .☝️☝️. #Eyuef"
2022-10-17 03:29:30+00:00,Dirut BRI Komitmen Dorong Pertumbuhan Ekonomi Nasional di Tengah Resesi Global  https://t.co/pPqXaKoc20
2022-10-17 03:29:03+00:00,"Allah tidak mendzalimi mereka, tetapi mereka yang mendzalimi diri sendiri. (QS Ali Imran [3]:117) Ekonomi Islam Tahan Resesi .✊✊. #mIHqE https://t.co/r0b8XhDCub"
2022-10-17 03:29:03+00:00,"Sandiaga Uno Tekankan Pentingya Penguatan UMKM dan Kolaborasi untuk Hadapi Potensi Resesi Gelap di 2023
https://t.co/dO0sbccmaf"
2022-10-17 03:29:02+00:00,Resesi.....apa itu https://t.co/rvs0KGvMlc
2022-10-17 03:28:54+00:00,"@terJooyeon2 Resesi emg sngat horor bgt 
Bsa2 naik smuany😭😭😭"
2022-10-17 03:28:46+00:00,"Rame berita resesi, #ZAPFriends udah nyiapin dana darurat sebelum terjadi? 

[A Thread] 
Dana Darurat, Gimana Cara Ngumpulinnya?"
2022-10-17 03:28:38+00:00,resesa resesi
2022-10-17 03:28:32+00:00,"@Mumutm78 @worksfess okee, persiapan resesi 2023 aowkwkw"
2022-10-17 03:28:18+00:00,katanya tahun depan mau resesi global. jadi galau mau beli hp apa ditabung aja duitnya. ya walaupun belom ada juga si duitnya🤣
2022-10-17 03:27:26+00:00,"2023 isu resesi tapi konser kpop tetap berjalan, mantap 👍"
2022-10-17 03:27:04+00:00,"@bucinnyaNCT2709 @crazylife_girl @Andre__Sinaga__ @bibitid reksadana saham mau resesi atau engga, dalam jangka pendek pasti turun, itu kenapa baiknya buat tujuan keuangan jangka panjang, ga cuma lihat 1-2 tahun aja, harus lihatnya jangka panjang. profil risiko juga berpengaruh, kalau memang profil risikomu rendah mau jangka panjang pun"
2022-10-17 03:26:40+00:00,@syamsu_imames 2023 resesi akhlak
2022-10-17 03:26:07+00:00,@karphrodite 2023 resesi
2022-10-17 03:25:52+00:00,"Anjir klo resesi thun depan turis ngurang lagi, trust customer lokal udh ancur tuh"
2022-10-17 03:25:47+00:00,"rumor resesi bikin gue puyeng, ini lagi yang konseran tambah bikin pusing sksksks"
2022-10-17 03:25:04+00:00,tahun depan resesi tp konser jalan terus
2022-10-17 03:25:00+00:00,Pelemahan rupiah dipicu kekhawatiran resesi global. https://t.co/AWKWljrTUg
2022-10-17 03:24:25+00:00,@lix_lee007 apa itu resesi WKWKWWKW
2022-10-17 03:23:56+00:00,YUNA.. nanti kita ketemu lagi ya.. kalo gak ketemu berarti yang salah resesi 2023
2022-10-17 03:23:42+00:00,@tamaraBKS48 mau lg resesi jg bkl gw bela2in
2022-10-17 03:23:04+00:00,Dirut BRI Tegaskan Komitmen Dorong Pertumbuhan Ekonomi Nasional di Tengah Ancaman Resesi Global https://t.co/swSFPghEaC
2022-10-17 03:23:02+00:00,Rupiah Awal Pekan Terkoreksi Dipicu Kekhawatiran Resesi Global https://t.co/fno6HDrftE
2022-10-17 03:21:31+00:00,@worksfess Tiap ada uang nabung di crypto apa lagi dollar lagi naik jaga² buat resesi https://t.co/t8z7h8fVPq
2022-10-17 03:20:24+00:00,"Hadapi Potensi Resesi Gelap di 2023, Sandiaga Uno: Kuatkan UMKM dan Kolaborasi

https://t.co/rNGP91QDB4"
2022-10-17 03:20:07+00:00,"@aakkooee @matrapura @teguhinvestor Namanya invest, psti ada resiko nya mas. Naik turun, resesi, krisis, pandemi dll. Lagian jg dri premi yg dibayarkan itu kan juga harus d potong biaya asuransi, admin, jd premi itu bukan full masuk ke invest."
2022-10-17 03:18:29+00:00,"2023 resesi kak, jangan gini dong caranya"
2022-10-17 03:17:42+00:00,"@thalissuffering Resesi 2023 lebih ngaruh di Eropa. Kita lihat tahun depan kyk gmn 😀

Makanya kalau gw ke Bali lebih pilih ngomong pakai bahasa Inggris. Biar dikira bukan turis lokal wkwkwk"
2022-10-17 03:17:22+00:00,"Siapa saja yang Allah kehendaki kebaikan padanya, Allah akan menimpakan musibah (ujian/cobaan) padanya (HR. Bukhari)   Ekonomi Islam Tahan Resesi   .☝️🕋☝️. #hnNve"
2022-10-17 03:17:07+00:00,“Barang siapa tidak dapat meninggalkan ucapan &amp;amp; perbuatan dusta (waktu berpuasa) maka Allah tidak membutuhkan lapar &amp; hausnya.” (HR Bukhari)   Ekonomi Islam Tahan Resesi   .🏳️🏴🏳️. #LYZfv
2022-10-17 03:17:05+00:00,"Keandalan ""Supply Chain"" Jadi Faktor Kunci UMKM Hadapi Resesi Ekonomi, Simak 5 Alasannya https://t.co/yEMG94vhsd"
2022-10-17 03:16:38+00:00,"""Seorang Muslim (yang baik) adalah yang tangan dan lisannya tidak menyakiti orang lain."" (HR. Bukhari)   Ekonomi Islam Tahan Resesi   .🏳️🏴🏳️. #UNRsr"
2022-10-17 03:15:15+00:00,bener ye pd takut 2023 resesi kaga ada yg nonton jd pada fomo konser tahun ini
2022-10-17 03:15:03+00:00,"Ancaman Resesi Kian Nyata, Bersiap Kencangkan Sabuk Pengaman https://t.co/jliUrVcTK7 #Resesiekonomi"
2022-10-17 03:14:34+00:00,@cikikeju Taun depan resesi global
2022-10-17 03:14:01+00:00,"Pelaksanaan ktt G20 di bali pada bulan depan akan membahas resesi ekonomi untuk memperkecil tingkat keparahan yang bisa terjadi kapan saja
- Maluku Maju -
#KTTG20
#PresidensiG20
#G20Indonesia
#RecoverTogetherRecoverStronger
#G20Indonesia2022
#GroupOfTwentyIndonesia
#PulihBersama https://t.co/2n8mFsZHE8"
2022-10-17 03:13:59+00:00,"2023 banyak konser 😭💸💸💸
*Apa itu resesi?? 😅"
2022-10-17 03:13:55+00:00,Resesi apanya 😏 idol kpop malah drop list konser mulu 😏
2022-10-17 03:13:21+00:00,Dunia Kpop tidak kenal resesi keknya 😭
2022-10-17 03:12:53+00:00,"Untuk Indonesia, gue lebih khawatir risiko regulasi-regulasi yg sudah baik ini akan diubah-ubah oleh politisi avonturir daripada ancaman resesi global akan berdampak signifikan terhadap ekonomi domestik."
2022-10-17 03:12:44+00:00,ini tuh gajadi resesi kali ya? resesi hanyalah hoax 😦😦😔
2022-10-17 03:12:31+00:00,"@fuhayra Mau resesi atau tidak, hidup mah ttp gini gini ajaaa🙂"
2022-10-17 03:12:15+00:00,"@doktermarket Jauhin dl Saham Tech, bkn cuma di indo, di semua negara aja hancur saham tech. Softbank aja rugi gk kira2 krn saham tech turun terus. Saham tech kan jualan proyeksi, sdgkn kondisi global lg resesi dan suku bunga hampir semua negara naik. Saham tech pasti dijauhin investor"
2022-10-17 03:12:12+00:00,resesi resesi idol lu noh dateng ke jkt 😭
2022-10-17 03:11:48+00:00,@shastaDaes_Eag @neohistoria_id La kw sing biasane ngmng resesi resesi 😐
2022-10-17 03:11:33+00:00,@amazinglymad apakabar resesi 2023 kak pat
2022-10-17 03:11:10+00:00,"Resesi resesi, bro we survive 2020-2021"
2022-10-17 03:10:52+00:00,@neohistoria_id Kalo ada resesi gimana ya nasib² guru honorer yg blm tentu tiap bln terima gaji :(
2022-10-17 03:09:28+00:00,"tadi pagi ngobrol sama sopir angkot, nyekolahin anak nya sampe kuliah. ternyata anakna manager madtari! pantesan loba sticker ""i love madtari""

dibawa obrolan marketing masuk, ngomongin HAKI masuk, resesi masuk. tapi ""ah da bapa mah bodo matak jadi sopir ge""🤘

keren sibapak https://t.co/5SXze1H7le"
2022-10-17 03:09:28+00:00,Diajak nerapin aturan Sang Maha Kuasa menentang. Giliran ada kabar resesi buah nerapin aturan manusia bimbang. Ente emang kadang-kadang. Ekonomi Islam Tahan Resesi Rindu Kepemimpinan Islam #TetapSyariahDanKhilafah #NasehatDariGunung https://t.co/7xDGIYYMUw
2022-10-17 03:08:23+00:00,@avocadeh resesi resesi wkwk
2022-10-17 03:07:30+00:00,2023 resesi ga jadi soalnya mcm ttp jualan
2022-10-17 03:07:20+00:00,lembutkanlah hati kami agar tidak tergoda untuk menyombongkan diri dan membuat org lain membenci kami..   Ekonomi Islam Tahan Resesi   .🏴🏳️🏴. #T4SXe
2022-10-17 03:06:13+00:00,"Prediksi resesi tahun depan kita panik.
Diinfoin mati bisa kapan aja, tetap santuy..

Dasar🥀🥀 https://t.co/GTCTvgp5pq"
2022-10-17 03:05:06+00:00,FOMO minggu ini : mendadak semua jadi paham resesi based on 1 kreator konten wk
2022-10-17 03:04:57+00:00,"Kondisi ekonomi semakin ga menentu, Ancaman resesi, inflasi, terus harus gimana ? Selain menabung dan investasi, harus pintar juga cari uang jajan. Alias CUAN 🤘🏻"
2022-10-17 03:04:30+00:00,"Shalat 5 waktu, jum'at ke jum'at brikutnya, ramadhan ke ramadhan brikutnya dpt mnghapus dosa2 ke2nya, bila dosa2 besar dijauhi (HR. Muslim)   Ekonomi Islam Tahan Resesi   .⏱️💡. #5Ai08"
2022-10-17 03:04:13+00:00,2023 resesi dek.
2022-10-17 03:03:58+00:00,"Dampak resesi mulai kerasa yaa. Kemarin dikabari suami kalo biaya server naik 9,1% 🥲"
2022-10-17 03:03:04+00:00,"Harga emas Antam bergerak stagnan di kisaran Rp 935.000 per gram pada perdagangan awal pekan ini, di tengah kekhawiran sentimen kenaikan suku bunga The Fed dan potensi resesi ekonomi global. https://t.co/kPyhqYys31"
2022-10-17 03:03:03+00:00,"@heylutfi_ Optimis boleh, minim literasi jangan
Kalau resesi/stagflasi trjadi, cashflow kelas a-b terhambat, ga ada perputaran roda ekonomi ya kelas C ikut bonyok jg

Tindakan riil untuk preps ya hindari cicilan dan pengeluaran yg ga perlu, konsumsi produk dalam negeri
God save us all"
2022-10-17 03:02:27+00:00,"Rekomendasi koleksi tas cakepp 🌻
🖤 https://t.co/npmHmJnBYc
🌻 https://t.co/vjTY3O6HFG
🖤 https://t.co/BFN4pB5HfK
🌻 https://t.co/HrmNk4OL5Q

_____
#CaratSelcaDay,Ekonomi Islam Tahan Resesi,WHERE IS RENJUN,#SMTreatRENJUNBetter,Pesantren Tebuireng https://t.co/0ATXpxrfpG"
2022-10-17 03:02:21+00:00,"""Sesungguhnya Allah, hanya pada sisiNya sajalah pengetahuan tentang hari Kiamat."" (Luqman: 34)   Ekonomi Islam Tahan Resesi   .⏱️💡. #q2RF0"
2022-10-17 03:01:33+00:00,"Tsunami resesi, kira2 8 bulan lagi melanda Indonesia itu perkiraan bu sri mulyani.
Nah persiapan kita apa, yuk belajar trading forex, sy pastikan dgn belajar anda punya cara agar ada incame tambahan.. 
Wa saja ke 082127800072"
2022-10-17 03:01:31+00:00,"Ancaman Resesi 2023, Erick Thohir Yakinkan Pengusaha Ritel Ekonomi Indonesia Tetap Tumbuh
https://t.co/zogXaYIBao
#BUMNuntukG20"
2022-10-17 03:00:19+00:00,Berita terbaru: Dirut BRI Tegaskan Komitmen Dorong Pertumbuhan Ekonomi dari Ancaman Resesi https://t.co/mN5b2e1Fcr #BBRI #bri #inflasi #Resesi #UMKM
2022-10-17 02:59:37+00:00,"bodo amat lah resesi, dri dulu juga kaga kaya kaya"
2022-10-17 02:59:32+00:00,“Barangsiapa yang ingin mendatangi (shalat) jum'at maka hendaklah dia mandi.” (HR. Bukhari 877)   Ekonomi Islam Tahan Resesi   .🏳️🏴🏳️. #14g3z
2022-10-17 02:59:11+00:00,"Pahala manusia paling bsr dalam hal sholat adlh manusia yang tempat tinggalnya jauh dari masjid, namun tetap mendatanginya.(HR.Muslim)   Ekonomi Islam Tahan Resesi   .💯. #3kvSa"
2022-10-17 02:58:20+00:00,"Menghadapi resesi 2023 dengan... 
.
.
.
nambah utang 🥲"
2022-10-17 02:58:07+00:00,"Bukan anak ekonomi, tapi resah karena resesi. Cukup pandemi aja yang complicated merusak sendi sendi perekonomian bangsa, jangan di implikasikan lagi dengan faktor neraca mata uang, IMF, merosotnya perekonomian Uni Eropa pasca perang Rusia dan faktor Eksternal lainnya."
2022-10-17 02:57:56+00:00,"Untukmu agamamu, dan untukkulah, agamaku (109:6)   Ekonomi Islam Tahan Resesi   .✊✊. #ambDB"
2022-10-17 02:57:34+00:00,Rupiah  Melemah Lagi Karena Kekahwatiran Resesi Global https://t.co/z9h7bJ78RA
2022-10-17 02:57:30+00:00,"“Umatku akan tampil pada hari kiamat dengan wajah bersinar, tangan serta kakinya berkilauan dari bekas2 wudhu” (HR. Ahmad, Bukhari &amp;amp; Muslim)   Ekonomi Islam Tahan Resesi   .🏴🏳️🏴. #1Flxp"
2022-10-17 02:56:46+00:00,"Rasulullah saw bersabda, ""Aku penutup para nabi. Tidak ada nabi lagi sesudah aku"". (HR. Ahmad dan Al Hakim) | RT jika SETUJU   Ekonomi Islam Tahan Resesi   .🏳️🏴🏳️. #b6YD4"
2022-10-17 02:56:36+00:00,@VIVAcoid Resesi di depan mata 😭😭😭
2022-10-17 02:56:26+00:00,"@MB_Symphonie Melampaui resesi, malah iso tekan resepsi."
2022-10-17 02:56:20+00:00,"Rupiah awal pekan melemah, tertekan kekhawatiran resesi global https://t.co/Yk4CWBcgo9"
2022-10-17 02:56:19+00:00,"makanya ue bilang, ngapain pusing resesi, kan emang dah dari dulu kaga punya apa apa sksjsj"
2022-10-17 02:56:07+00:00,"Dirut BRI, Sunarso tegaskan komitmen untuk terus mendorong pertumbuhan ekonomi di tengah ancaman resesi global. https://t.co/XSuJF82Xa3"
2022-10-17 02:56:00+00:00,"@nunuchel Kalo ada mw ntn c, apa itu resesi dan harus simpen uang cash haha, iyaaa nih kapan bs mrka bareng bukan cgi gitu, ngo"" kan lay konsernya tour ya china kan zero covid policy berarti dy karantina donk tiap bolak balik?"
2022-10-17 02:54:50+00:00,"Dan jika kalian Bersyukur, niscaya Dia akan meridhai kalian (dari perbuatan syukur tersebut). (QS. Az-Zumar: 7)   Ekonomi Islam Tahan Resesi   .☝️☝️. #FGEVI"
2022-10-17 02:53:38+00:00,Apakah resesi akan berdampak pada kaum proletar macam kita kita orang?
2022-10-17 02:53:03+00:00,"Rupiah awal pekan melemah, tertekan kekhawatiran resesi global https://t.co/yQhaAILHsw"
2022-10-17 02:52:57+00:00,@kissingyouat3am Sebagai persiapan dalam menghadapi resesi dunia di 2023.
2022-10-17 02:51:06+00:00,"“Barangsiapa yang dijauhkan dari sifat kasih sayang, berarti dia dijauhkan dari kebaikan.” (HR. Muslim)   Ekonomi Islam Tahan Resesi   .💯. #ncDb8"
